attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,class
44,24,863204,183476,2724,16653,4399,9213,10326,3733,7
47,40,30200,7502,10350,34619,12439,8805,7658,3858,7
54,48,19923,14036,12529,11456,6720,27803,3928,6950,7
44,66,1593903,71167,11843,20457,10058,6350,4150,1283,7
50,54,558243,42196,18263,13697,15344,25729,11356,14560,7
37,51,871688,125367,49820,6692,9636,25175,13193,2871,7
50,48,44060,29520,7901,13815,9717,11496,14022,4183,7
50,64,810018,38150,95146,37095,11624,9532,13191,2156,7
30,77,768823,41599,7706,9765,8878,4911,2384,3032,3
27,67,593506,61659,4215,5605,6506,6665,6697,1174,3
27,63,1123303,60967,22511,6001,26196,20065,7874,3763,3
34,41,77903,222038,32560,35656,28106,29556,19786,5653,3
37,26,511430,31537,4192,4427,576,1888,937,916,3
48,37,19001,21253,9884,6855,11697,13987,6616,4103,3
53,35,84977,47954,10938,6233,8873,28950,13121,7300,3
47,29,539097,41773,5191,1855,4364,2095,1616,968,3
69,27,17368,14609,3387,3698,2717,18846,5627,1606,3
70,38,975349,15122,5401,7533,3408,8185,2555,2816,3
93,43,5001,15226,7984,4285,7380,20540,4657,5841,3
66,40,1023046,305063,21791,26471,14277,10006,9263,3282,3
54,34,102994,60572,21771,2389,10161,15167,4547,4526,3
51,26,1048295,91482,6059,16523,4024,18667,11361,10849,3
30,24,130756,148148,26266,13187,9690,11856,6695,7181,3
35,35,1346545,305710,102095,42926,67642,18334,8523,3616,3
38,37,81642,24348,10436,2342,4285,13007,5071,3422,3
38,38,154801,45070,3135,20084,32458,11704,4890,2880,3
41,35,361284,130428,19259,5131,5413,14806,8616,4009,3
60,30,69619,25352,4349,9221,4099,16366,9373,2179,3
54,35,100828,18924,8151,589,774,4300,3075,553,3
56,40,26455,22494,3391,17962,8538,8455,9622,9418,3
69,43,78732,25222,5937,4457,7168,17913,5127,5486,3
50,24,589431,394920,3727,13432,16930,14697,13261,8785,3
40,20,670471,321637,64838,16407,34863,16350,4266,10498,3
35,24,311299,5723,6503,2241,867,1685,652,525,3
23,38,202817,31890,27122,4970,2980,6947,5686,1218,3
30,56,44687,63155,13019,15201,23595,10508,11303,7218,3
44,64,24576,21269,10624,12273,8246,9855,7993,4861,3
47,56,24156,49861,6043,20565,9240,9640,6334,1667,3
50,41,977899,65888,13167,6203,27487,15293,12992,2817,3
57,35,73966,34376,6054,4395,22379,14440,8909,10247,3
53,37,20283,20141,15045,10447,13193,5380,4682,1993,3
60,43,12612,10965,16136,1782,3482,8428,6067,2467,3
61,51,3081,11884,2119,9889,10203,5460,3340,5360,3
63,66,21548,3632,2802,5887,2605,6065,9001,3726,3
54,50,446774,606796,53523,9536,9803,28668,8519,1284,3
56,48,94159,25582,22193,7912,5734,17383,6958,4868,3
54,53,18467,25565,20436,7651,4950,10206,5334,4516,3
38,38,1266827,271707,27462,25722,17530,16679,14290,7505,3
29,37,299758,44526,17602,3601,7095,3330,3574,1065,3
24,27,169451,113658,37292,2482,13903,13847,13343,4789,3
26,34,72583,101094,23137,7327,6039,11367,11850,2612,3
26,41,186498,18218,3235,5271,2531,2189,1472,1258,3
26,38,283081,41176,7438,5370,5066,2736,2256,1105,3
20,34,1086943,184398,26139,8424,26879,8038,9622,4846,3
17,21,206412,141296,2118,8697,8973,10280,2895,2183,3
17,23,303611,67871,15398,33214,12780,9668,7051,2795,3
41,24,13775,4686,4352,8616,17270,15551,5581,4192,3
50,38,25890,44120,4280,36592,5929,10069,14942,3729,3
54,67,16605,13080,35586,2603,3024,6600,4655,1508,3
54,54,960115,1058598,57218,104696,64811,108303,8246,6903,3
41,53,695632,93798,27445,6610,21340,20158,10208,6059,3
40,48,2298831,170224,75409,35139,50607,28206,10524,4041,3
44,37,90531,24870,19687,3036,8686,11921,4832,5122,3
60,48,11531,4290,7679,3811,15032,11262,7615,2432,3
57,63,199295,12716,14449,14604,5062,5366,9306,3328,3
53,56,329144,327538,51453,18312,8241,19672,33769,12511,3
38,40,292925,232620,13341,8010,13477,7747,3311,10624,3
23,37,1097988,312245,70977,33166,40896,37788,30497,12068,3
21,30,695317,172897,123517,43528,20039,39710,12839,12988,3
26,27,222635,74106,7514,7436,9102,7078,3033,3577,3
48,44,9477,2100,2832,1470,2967,3511,2233,2421,3
60,51,5937,5078,5059,5217,6697,6917,5019,2843,3
64,51,6242,7696,14179,1398,8327,4867,4389,1525,3
70,64,10311,17643,9766,5809,3126,6525,4820,1736,3
56,67,189316,237297,160390,53927,25219,34797,17573,5490,3
53,70,9936,3334,10787,3252,9782,5205,4855,5427,3
57,54,667303,69143,7082,13624,49507,37102,13869,4168,3
61,51,387684,28103,3371,18301,5135,12690,13441,3266,3
66,47,2085129,185634,64677,40665,46381,42906,6194,6622,3
63,37,666872,52208,12453,16072,31187,13968,2046,1993,3
48,37,571743,37680,1726,4925,6336,2952,2219,974,3
48,37,450299,33378,19785,7425,12889,15038,20594,1779,3
50,30,225170,86894,9337,18535,17961,24433,6558,2273,3
48,37,107933,57699,30238,22903,27185,16865,9686,1224,3
48,44,373266,311556,60963,49960,34707,23002,8750,5654,3
38,43,1131143,234550,67967,67149,76343,27206,25943,6031,3
35,47,727107,146380,16528,32647,12249,21403,8280,7451,3
34,53,783176,42379,43352,27176,16758,14725,11088,6918,3
43,57,1143447,93006,60975,25227,19983,30725,7783,11107,3
38,56,2523246,177401,26603,62799,63304,11562,10836,3371,3
40,67,108112,46733,43660,66495,41274,25866,9586,4525,3
41,53,221795,88145,7886,13655,15694,14902,13868,9220,3
41,38,242220,67387,4016,7640,6893,14820,9176,986,3
44,35,1087102,159971,6477,42783,55477,10885,8849,8275,3
30,7,114818,200710,2743,1911,3249,6573,1621,1182,3
27,13,345289,84007,19165,15897,26283,9558,12396,3106,3
29,34,35324,18236,18349,23942,5302,16318,8462,4977,3
34,38,370299,146204,22589,23247,8747,13939,4807,3531,3
38,57,296253,102145,25685,5556,6315,7994,18888,10309,3
30,43,515287,139563,14823,12813,17858,14580,15471,2179,3
43,47,199387,21773,8810,19048,23673,14737,10029,2674,3
56,44,74959,18020,1777,7127,10720,9628,3142,5743,3
57,51,211361,42818,34189,4108,7802,8724,2467,2745,3
53,48,202729,179827,21372,4295,18555,10776,9287,3964,3
47,57,281873,21487,35040,23974,6483,10569,7058,5765,3
44,60,1278818,148502,38747,39475,65008,59316,12206,6113,3
47,56,707667,84191,34631,20413,29491,17292,11400,2563,3
64,64,8504,11435,2170,8548,10896,11434,6535,2384,3
56,41,214178,335464,4961,33418,46544,16842,9295,1597,3
34,35,379011,558748,17789,49481,13731,8957,9150,5520,3
23,29,129405,37545,9416,1040,2051,1725,1192,601,3
7,34,50552,76003,21600,12070,5719,7694,4838,3325,3
14,53,176226,7861,6353,14640,6348,3799,4503,5189,3
51,56,16195,17079,2003,6654,15060,3739,5075,2591,3
70,57,19050,4565,3740,4911,5310,10550,3384,4193,3
61,41,830603,448020,56580,20377,5299,21594,8006,3289,3
64,43,66038,19450,8931,910,5239,17488,8536,3936,3
69,47,217935,73746,33861,27236,57921,34034,27166,8279,3
51,41,111110,102920,12978,23137,17554,13487,9024,2495,3
64,48,514711,71629,24888,6818,8576,17419,5249,2680,3
53,63,203379,4453,16214,13858,12311,5207,2337,1167,3
35,48,582182,524346,20152,11998,19778,13360,13678,4451,3
41,44,607055,157468,21192,13033,22073,41995,9115,5269,3
47,47,78999,15278,11512,10789,13823,13791,8914,6682,3
47,34,475092,101755,12500,28267,15019,16464,4814,8058,3
64,48,9183,14845,5230,5599,8047,6497,4345,6897,3
57,47,30742,31674,2643,2877,12698,4479,2455,4137,3
48,29,1319870,189807,3044,11670,8345,17677,6333,6271,3
53,34,16950,23212,10188,9416,10888,9532,5215,3044,3
47,41,166620,17538,20151,14667,12978,6255,6170,6801,3
50,56,15767,29433,8266,20957,9639,9212,4657,2807,3
70,67,18850,2788,1663,6490,11055,13569,5682,3900,3
77,67,7608,2409,734,6654,11470,4555,7051,3013,3
83,61,24437,22539,15226,8352,9548,13592,9482,3127,3
93,60,7116,2166,4650,7768,13184,7676,3708,6379,3
78,67,164641,27204,34547,20584,30774,14549,6243,8486,3
74,51,126172,104488,6576,943,9571,28925,2524,10006,3
69,54,1108384,30066,38876,6546,18290,15546,19674,5966,3
57,47,290921,31065,5901,2663,5664,3892,1564,1352,3
44,34,268697,75661,7013,4764,3660,3053,1614,810,3
27,27,145576,289945,7654,2318,4545,12278,14410,3980,3
34,24,19542,23428,5470,20418,11436,16939,2909,3196,3
34,20,1440190,641409,39894,36068,18400,67156,25054,17524,3
44,48,834522,37534,20422,8943,5576,9345,3328,4539,3
21,34,361657,60723,4598,1927,1008,1364,1124,441,3
20,48,1064111,215620,85658,13253,12410,22174,11483,7598,7
23,30,70317,61703,3064,3408,8510,14428,8249,7116,7
48,51,11611,5516,20921,1906,4842,11806,5897,4087,7
53,60,16894,12214,15107,11053,11113,4428,11885,4667,7
63,60,33935,35454,2895,21224,9539,14005,11176,4212,7
63,66,260917,169853,25032,13556,12598,36481,14880,14002,7
51,47,438696,110899,4867,10007,16246,15208,9604,5781,7
56,47,1019568,10559,6125,9606,2962,4854,3208,2532,7
63,50,8873,6206,10791,1331,6148,8518,20053,4826,7
57,56,333252,127942,44199,16129,19726,17032,5945,1356,7
53,75,204422,9000,7344,7716,3069,1642,716,513,7
40,80,1520639,78151,176034,26335,30108,10549,20813,32126,7
29,78,64331,55298,12178,28705,14491,13484,7245,3166,7
48,67,37947,31496,3465,5705,27231,32715,17466,2710,7
51,47,548292,309650,12299,20060,53205,35858,12513,9996,7
51,27,964965,238395,20191,35743,17980,11154,2841,2898,7
43,21,106339,109171,10314,15474,12708,6887,7719,1623,7
34,50,13548,19490,6822,1902,3262,3950,2196,1468,7
47,56,15078,17132,11237,4889,4424,1671,2020,1093,7
44,56,5994,8125,2909,8088,3083,3022,1602,1029,7
29,83,11134,27555,19470,10902,11630,4433,3206,1186,7
27,75,62720,60453,9505,8974,7446,3490,3777,802,7
21,70,3870,13449,14725,7080,7317,2742,1889,1087,7
21,63,49324,42047,4477,11491,12255,4565,2550,1084,7
38,64,2197448,144540,36518,32646,12122,23024,7498,2202,7
35,51,19446,63193,16307,10393,7668,7449,3614,2358,4
35,51,72705,36167,25954,5486,11411,13862,4649,2541,4
30,44,271192,308435,42236,19731,32188,25314,3516,2979,4
40,60,69533,15616,16511,14586,11552,5310,2173,2352,4
37,53,388782,203860,20075,16069,9608,11966,3122,2112,4
27,50,666615,181090,33993,45324,32493,18322,5401,4851,4
13,50,1335777,620338,81117,38231,8431,7730,8679,7591,4
11,38,193188,79141,20649,3813,12066,8477,4607,2193,4
23,43,22507,24064,5272,6586,2799,8433,1751,856,4
23,48,320902,111616,31829,34739,7312,10832,3257,3544,4
43,56,269986,19898,10861,4926,4129,5053,3691,2094,4
35,53,458151,783272,94465,20495,34248,23289,11504,8635,4
20,48,146092,15111,1599,1256,1211,800,422,113,4
27,48,91929,52666,34985,6598,9736,14675,4226,1123,4
14,30,317770,654622,29428,21089,15930,20073,11510,1805,4
26,37,103465,45682,8367,13928,27592,6856,3911,1440,4
20,34,154250,199040,9825,16690,20836,4352,2977,786,4
7,30,406800,194243,33930,59800,3992,8158,5467,2504,4
10,40,156568,190783,23153,11070,10261,10133,1734,1875,4
1,41,399871,141513,48937,7821,12793,4494,3239,1069,4
13,41,63456,62775,3295,7466,11903,9571,6116,789,4
20,40,154207,39861,13438,5023,7278,4410,3811,2810,4
24,50,108161,31579,15175,9228,6693,4531,3507,2770,4
34,40,72232,76439,2103,7101,10331,5034,3165,1049,4
24,43,213300,167635,21448,18186,20299,10337,10591,2222,4
20,47,239761,15028,6783,6085,2615,1126,581,587,4
20,43,68989,22726,5496,7195,8775,3020,1476,1000,4
24,54,159729,70063,12094,17491,2216,10132,4410,2834,4
21,54,301393,175331,32843,10502,13377,7800,1878,2468,4
17,50,324500,171364,33531,27834,11922,5634,2920,5294,4
21,47,238020,9287,999,2184,1472,1550,375,454,4
21,53,222553,36722,32821,13941,8604,8762,2240,1297,4
23,63,745492,163887,147648,35213,52066,13984,4327,2223,4
26,63,57609,42413,8955,6806,6670,2152,1528,876,4
17,61,82865,49494,7098,4051,1463,2626,2199,347,4
8,53,555792,182863,47918,12032,13500,6886,1921,2332,4
10,50,7429,29771,9032,8435,4362,2418,2920,951,4
14,56,4546,17659,11127,6991,4980,2258,1371,1137,4
21,60,1804168,116626,32047,11279,25172,15454,3051,1889,4
27,57,69448,31597,4105,4723,591,2269,3301,657,4
35,54,23453,29821,6817,7483,4723,5651,1229,1375,4
35,60,21791,19178,28600,13810,9059,3672,1082,1151,4
40,70,24118,8717,8663,12066,7373,5279,2928,907,4
43,88,2947,12281,27021,16244,4609,4000,331,1217,4
41,88,5298,12961,1327,7236,4486,2137,1328,2000,4
44,78,464576,36717,17130,13224,33480,6481,2642,2695,4
37,80,20827,24240,9784,29168,2243,3727,2660,989,4
29,60,101215,63065,12465,5726,16768,2569,978,1090,4
29,60,11693,8936,1653,2784,1606,1539,1163,870,4
21,51,202450,282536,15985,30540,4544,10744,2122,1350,4
20,43,31450,42320,8726,16162,8955,3673,1598,1625,4
13,48,95099,121092,43923,9492,4503,2547,2528,619,4
4,35,321268,258323,18831,4859,14102,12353,1239,1537,4
11,38,109212,23769,2297,4157,4530,2199,1835,480,4
13,41,56114,43584,27260,12044,4927,4827,888,1423,4
24,40,222588,81873,26656,8060,16775,6859,1998,1816,4
29,61,26759,25395,32533,8178,7305,5568,2011,905,4
21,43,678238,119940,14283,11816,6755,4252,1084,409,4
30,43,19638,5525,3074,2118,7749,2264,2193,644,4
41,40,7189,10858,7180,3449,3107,4277,1779,883,4
48,38,260424,283827,19660,10971,57463,33560,3487,994,4
61,44,27855,35284,9484,14581,9660,8987,3117,4858,4
47,30,743941,297905,3842,18918,10497,11548,9983,4477,4
38,20,115991,65312,3440,7480,7391,7157,2685,1332,4
47,34,28232,12368,8360,5288,10365,6673,1387,1125,4
37,27,38293,37197,3343,5655,1621,2255,1528,826,4
44,43,18861,34581,7000,13155,3004,5872,2173,2154,4
43,57,38881,23067,13545,18227,8033,3347,963,619,4
17,51,1872013,469844,65529,38315,24251,8695,5419,3754,4
21,63,534651,36988,23716,13234,9221,6404,4848,1965,4
23,60,13532,13497,6017,966,8345,2429,3293,1331,4
23,48,884298,57935,10681,4846,5927,4550,2244,2867,4
40,57,15225,19632,14066,3749,5802,3983,1180,1567,4
29,48,150051,102008,16942,8593,2749,3300,2200,1297,4
21,48,340147,98195,27981,13890,23949,7533,2504,3391,4
27,43,50461,33274,846,4827,7522,4734,2104,1464,4
30,35,9610,29857,1187,8465,6948,5764,3935,1044,4
37,34,773484,173384,23463,12658,7216,8970,2791,659,4
56,27,17264,5513,1358,1711,5890,4999,1474,1459,4
70,34,7921,3043,601,2855,8142,4044,1386,1144,4
75,35,15972,13850,1729,4151,3210,5094,6300,940,4
77,51,36706,25761,14753,32812,2709,3827,1810,906,4
61,53,32801,41333,3522,7470,7213,4300,2662,1708,4
44,61,41976,54378,39554,9003,7649,11176,7883,3571,4
40,69,239621,60278,40656,38436,14219,17576,3708,2128,4
35,60,555008,51762,15423,7485,5455,2550,480,187,4
35,66,25655,23150,5569,10581,5081,3558,1771,1026,4
37,63,39489,31469,7957,14257,9773,7500,2122,1435,4
34,56,345737,49325,12513,8063,7026,5453,3033,1542,4
48,57,54707,13989,2285,7030,3005,4396,2051,1696,4
48,57,16533,50459,24166,8910,12887,7338,1717,1125,4
47,69,1642830,26874,47489,19867,4686,9355,8556,1240,4
47,63,21680,49339,6705,5358,9616,4576,2153,995,4
43,69,45248,16083,13676,13680,6103,5242,1390,661,4
37,78,9995,13381,22090,16296,16399,2059,1936,1770,4
29,70,98925,30938,20300,9504,2520,2870,1214,923,4
29,78,174101,112195,46246,9951,7200,12288,1680,1788,4
24,74,48716,34865,12115,14632,5565,4203,2851,1198,4
20,63,603307,235607,60558,14735,14173,6968,2770,1666,4
24,57,20099,64875,20213,23169,14716,10101,1163,1858,4
17,56,42629,39354,8921,16515,5183,4931,1929,1278,4
14,53,457588,231301,34542,7229,3330,4845,1647,992,4
14,50,689946,17258,4617,3523,2610,2081,1642,651,4
27,51,599629,123519,42405,43049,13482,27213,22188,5107,4
27,51,2083726,84090,36876,78601,16620,26274,5467,2792,4
29,51,99115,12320,4893,4724,4389,2073,1786,2703,4
40,63,166913,15240,3273,12458,7103,1622,880,569,4
26,70,96943,69376,75654,10031,5326,3284,2832,2296,4
14,75,106403,86269,48858,13940,8170,4749,6975,1836,4
17,74,237648,95929,37275,39052,57592,25040,4528,2229,4
20,75,668925,136250,113269,26252,20136,20436,10415,4590,4
27,67,929720,71993,13916,32719,8379,6215,1268,2770,4
37,56,187321,32549,2674,3650,5278,3229,2668,634,4
48,54,11680,16129,4745,7222,2215,17254,5430,2366,4
51,40,116698,102821,4907,14499,26616,12185,9099,1433,4
54,37,370599,17665,5060,4034,2347,2145,860,679,4
40,44,915911,242530,32698,22272,18268,20757,17401,6001,4
40,43,423823,20712,1486,1065,3532,2116,462,583,4
34,35,204328,28348,3979,1815,1913,1496,454,342,4
43,54,855373,36244,7226,13618,7563,9603,3254,1534,7
47,53,410469,222032,15385,80100,35825,27231,19572,7954,7
54,57,99491,57404,17423,19923,16385,18429,1425,1052,7
47,60,1037733,24322,8728,9607,5266,2753,869,1074,7
57,57,9273,17057,21934,1458,10603,20432,3255,2623,7
54,56,28277,31661,1242,9173,13038,2770,5400,2441,7
57,60,11935,9998,9999,4865,6574,6586,4572,4090,7
67,67,10408,11163,34413,6964,4157,10674,1145,2406,7
38,60,409450,101991,8775,14365,12272,1926,1608,252,7
43,66,177242,62581,27928,9948,12063,12328,9846,5425,7
48,66,19347,9597,7988,8355,5830,9386,2426,802,7
67,69,187757,131724,30337,71214,20164,22201,21469,5537,7
63,74,741078,49319,11632,36596,19878,6318,6232,2394,7
47,64,715213,46107,13352,4045,19265,4035,3959,4241,7
23,53,1410749,195829,32855,21292,29266,6325,19093,3106,7
27,47,64069,35733,5260,11476,29482,7244,10246,4580,7
26,37,168329,34476,4239,3538,7813,2648,1451,508,7
40,43,776645,141023,101071,65083,118128,87850,37199,22828,7
56,53,2380390,44284,40949,35932,17836,20202,9162,3768,7
50,41,418144,136608,4249,4689,7108,11946,10692,5294,7
61,38,79963,40974,3923,4933,12110,12029,4833,3838,7
57,29,9599,14234,12125,10505,7081,4306,9256,3982,7
61,50,6655,23931,20181,10124,11843,6670,5575,2429,7
54,63,8427,16764,19503,4599,15849,4304,4858,2127,7
51,64,30189,44724,4345,7094,3061,7422,3892,6662,7
60,66,13382,5574,9246,12798,6705,8998,6770,3565,7
54,53,909484,498305,57017,31230,22337,40769,7670,3008,7
60,48,166897,74499,18214,17884,11977,24822,3783,4468,7
69,41,27435,56845,5022,5596,16244,27369,9379,5138,7
57,26,455858,440377,44561,33477,13073,43776,15881,9232,7
51,34,126245,410157,23798,116672,12818,20769,8380,2320,7
41,35,233633,22490,10181,5010,7295,2733,2665,594,7
30,47,8936,29912,7458,8662,3535,5996,3811,3960,7
29,56,153020,75114,31440,13645,12146,7387,5334,4497,7
34,54,544176,64170,21311,685,5495,4119,2731,2757,7
50,54,72678,13553,4225,12745,11672,14349,5387,5216,7
53,56,183497,31513,18605,9396,12945,11272,2836,9083,7
64,53,145520,57904,38733,1696,27778,25233,12572,10720,7
74,57,131434,148670,57097,23480,6504,27105,12063,7903,7
70,56,8832,13656,14177,12693,10150,9975,4185,2595,7
54,53,306569,393066,81361,32551,26963,19979,5278,4663,7
64,53,10288,10905,4518,8359,8694,8381,8365,7665,7
51,61,883257,46645,29277,22356,25446,15866,3228,1171,0
66,61,54422,23749,3118,7687,11130,7191,5848,6338,0
50,60,670961,210179,23135,80309,37840,15816,3550,3607,0
40,47,545829,166308,15999,12975,12834,5676,3692,5038,0
43,44,611126,7895,5424,14315,17892,7841,10332,1965,0
41,54,136726,18421,17158,22686,18788,10672,6864,5527,0
56,66,19781,8853,12472,6896,8690,4688,7907,7483,0
38,64,519743,190430,94803,5748,12663,10607,6131,4924,0
26,56,564661,128013,15480,22934,6251,7084,8505,4633,0
38,54,221619,12153,1370,2798,5481,3551,1049,1301,0
35,35,364088,255631,10295,21783,91003,29869,17845,10114,0
41,34,686305,89175,9765,43903,35969,12535,43919,20024,0
41,27,643109,28074,1716,3050,1490,1352,745,663,0
34,29,296162,124481,6680,37815,11594,15165,13103,9319,0
27,21,55916,261416,3235,6752,6887,16583,8447,4161,0
40,16,76393,23006,3297,5446,9776,10563,3920,2963,0
53,26,9920,14898,10913,1966,8709,4294,2891,3109,0
64,35,4866,5388,8634,2525,3391,5668,1746,412,0
69,41,125317,166456,7772,6945,10086,21633,2205,2425,0
57,60,71145,17216,34698,9791,2170,5922,951,1170,0
53,63,5641,19045,9418,13915,9665,3696,847,630,0
37,78,1995,3030,28304,11660,3013,2294,1160,1039,0
38,94,1222860,42588,28680,13986,14226,11046,3835,3727,0
51,81,429445,25869,19838,3104,3521,11791,12972,2420,0
57,63,1923206,46820,27598,31773,9006,6628,9516,6321,0
47,67,30611,68889,95264,117459,108698,12968,7891,5200,0
27,60,795261,113508,19398,4376,6964,3591,3015,1211,0
29,66,152704,24312,27300,14833,11534,20411,10348,4210,0
21,56,434676,292919,46411,29901,9111,7965,10760,4101,0
17,41,788845,64333,9466,4538,4244,2706,2545,912,0
30,35,211537,177427,5920,12809,13506,24022,7957,7771,0
34,29,729659,34501,32121,7212,30682,25793,4301,1871,0
54,27,22969,50520,5747,10900,14982,20059,4656,3874,0
61,38,256107,70734,18464,33635,8581,8114,4077,3704,0
56,50,247955,62722,21447,5063,8485,7153,2503,1214,0
48,48,22583,31838,8137,9782,11534,5158,2176,2493,0
29,57,88000,45130,8811,26207,8647,2333,1770,1126,0
29,53,4831,39599,13284,2060,2809,4324,3193,1094,0
37,53,11284,24063,10537,4749,13747,5866,2328,1379,0
30,56,89449,27158,14001,6356,3804,2947,1698,1351,0
